values,categories,sub_category,main_category,Functional_Group,High_Level_Category,Functional_Group1,High_Level_Category1,base_category
seat backs,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
rain,,,,Other,,Other,,
air bags,,,,Other,,Other,,Safety
drive at speed,,,,Acceleration,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,Acceleration
driving environment,,,,Other,,Other,,
control,,,,Other,,Other,,
seat bench,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
sun visor,,,,Other,,Visibility,INTERIOR_SPACE_COMFORT,Windscreen / Wipers
logo,,,,Other,,Other,,
rivals,,,,Other,,Other,,
especially back,,,,Other,,Other,,
interior design philosophy,,,,Other,,Other,,
A6 backseats,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
variable rate steering,,,,Handling,POWERTRAIN_PERFORMANCE,Other,,steering
touchpad,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Software / Interaction
graphics,,,,Other,,Other,,
sport setting,,,,Other,,Other,,
visual presence,,,,Other,,Other,,
gear select,,,,Other,,Other,,transmission
RS6,,,,Other,,Other,,Generic Car Terms
Taxi drive,,,,Other,,Other,,Software / Interaction
brake pedal,,,,Brakes,SAFETY_DRIVER_ASSISTANCE,Handling & Dynamics,,brake
V10 twin turbo charge,,,,Engine,POWERTRAIN_PERFORMANCE,Engine & Performance,,engine/ power train
drive system,,,,Other,,Other,,
exhaust,,,,Other,,Other,,
foot walls,,,,Other,,Other,,
digital screens,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Displays / Instrumentation
roof rails,,,,Other,,Body & Exterior,,roof
roof rains,,,,Other,,Body & Exterior,,roof
smooth road drive,,,,Other,,Other,,
wind intakes,,,,Other,,Other,,
lack of cabin noise,,,,Other,,Other,,
drive version,,,,Other,,Other,,
pedal configuration,,,,Brakes,SAFETY_DRIVER_ASSISTANCE,Other,,brake
front quarters,,,,Other,,Other,,
get stuff in boot,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
center section,,,,Other,,Other,,
G class,,,,Other,,Other,,
tail lamps,,,,Other,,Other,,
display panel,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Displays / Instrumentation
car start,,,,Other,,Other,,
handling package,,,,Other,,Handling & Dynamics,,
recline,,,,Other,,Other,,
F40 5 a.m. G suspension,,,,Comfort Features,INTERIOR_SPACE_COMFORT,Comfort Features,INTERIOR_SPACE_COMFORT,Suspension
practical side,,,,Other,,Other,,Storage & Utility
stability control,,,,Suspension,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,
steering turn,,,,Handling,POWERTRAIN_PERFORMANCE,Other,,steering
pockets,,,,Storage,INTERIOR_SPACE_COMFORT,Storage,INTERIOR_SPACE_COMFORT,Storage & Utility
reductive sport end suspension,,,,Comfort Features,INTERIOR_SPACE_COMFORT,Comfort Features,INTERIOR_SPACE_COMFORT,Suspension
infotainment system,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,
power liftgate,,,,Other,,Boot_Cargo,INTERIOR_SPACE_COMFORT,engine/ power train
screen display,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Displays / Instrumentation
window ledges,,,,Visibility,INTERIOR_SPACE_COMFORT,Visibility,INTERIOR_SPACE_COMFORT,lighting
launch control function,,,,Acceleration,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,Acceleration
offroader,,,,Other,,Other,,Road Terrain
no load lift,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
kit,,,,Other,,Other,,
push,,,,Other,,Other,,
360 degree surround camera,,,,Other,,Miscellaneous Features,,Cameras
dynamic handling package,,,,Other,,Handling & Dynamics,,
estate cars,,,,Body Style,EXTERIOR_LIGHTING,Body & Exterior,,
boot underfloor area,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
s class front seat,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
passenger in the back,,,,Other,,Other,,
torque vectoring rear differential,,,,Engine,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,engine/ power train
event,,,,Other,,Other,,
F40 i X Dr,,,,Other,,Other,,Generic Car Terms
push button reach,,,,Other,,Other,,Physical Controls
adjustable lumbar support,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
sound system,,,,Audio Systems,TECHNOLOGY_INFOTAINMENT,Other,,
town traffic,,,,Other,,Other,,
entertainment system,,Audio & Entertainment,Technology,Other,,Infotainment & Display,,Software / Interaction
pillar for leaning on window,,,,Visibility,INTERIOR_SPACE_COMFORT,Visibility,INTERIOR_SPACE_COMFORT,Windows / Glass
gravel road,,,,Other,,Other,,Road Terrain
long haul,,,,Other,,Other,,
manual transmission,,,,Transmission,POWERTRAIN_PERFORMANCE,Transmission & Drivetrain,,transmission
midnight edition,,,,Other,,Other,,
Nintendo entertainment system,,,,Other,,Infotainment & Display,,Software / Interaction
soundtrack,,,,Other,,Other,,audio
peddle operation,,,,Other,,Other,,
figures,,,,Other,,Other,,
side trim,,,,Interior Trim & Materials,INTERIOR_SPACE_COMFORT,Interior Trim & Materials,INTERIOR_SPACE_COMFORT,Wheels & Tyres
upholstery,,,,Other,,Other,,
graphics card,,,,Other,,Other,,
feeling,,,,Other,,Other,,
first few miles,,,,Other,,Other,,
rear quarters,,,,Other,,Other,,
rearward facing child seats,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
steering column,,,,Handling,POWERTRAIN_PERFORMANCE,Other,,steering
entry level,,,,Other,,Other,,
executive tier,,,,Other,,Other,,
I drive seven,,,,Other,,Other,,Software / Interaction
headrest pillows,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
touch screen,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Displays / Instrumentation
tethering point,,,,Other,,Other,,
fuel Momentum99,,,,Other,,Other,,Fuel / Energy / Charging
rpm,,,,Other,,Other,,engine/ power train
2.1 litre Turbo Diesel four cylinder,,,,Engine,POWERTRAIN_PERFORMANCE,Engine & Performance,,Fuel / Energy / Charging
standard kit,,,,Other,,Other,,
power distribution,,,,Other,,Other,,engine/ power train
rear seats,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
drive modes,,,,Other,,Other,,
liftgate,,,,Other,,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
selection mode,,,,Other,,Other,,Physical Controls
A4  G5,,,,Other,,Other,,
back roofline,,,,Other,,Body & Exterior,,roof
composure,,,,Other,,Other,,
center seat,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
top cover,,,,Other,,Other,,
carrying three adults,,,,Other,,Other,,
driving dynamics,,,,Other,,Handling & Dynamics,,
Parcel shelf,,,,Other,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Storage & Utility
carry three passengers in back,,,,Other,,Other,,
torque capability,,,,Engine,POWERTRAIN_PERFORMANCE,Other,,engine/ power train
side skirts,,,,Other,,Body & Exterior,,
windscreen map,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Visibility,INTERIOR_SPACE_COMFORT,Displays / Instrumentation
crevice,,,,Other,,Other,,Road Terrain
sound ,,,,Other,,Other,,
S6,,,,Other,,Other,,Generic Car Terms
pedal field,,,,Brakes,SAFETY_DRIVER_ASSISTANCE,Other,,brake
wind whistle,,,,Other,,Other,,
stunning,,,,Other,,Other,,
adaptive suspension,,,,Comfort Features,INTERIOR_SPACE_COMFORT,Comfort Features,INTERIOR_SPACE_COMFORT,Suspension
top down display,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Displays / Instrumentation
SD card slot,,,,Other,,Other,,Connectivity / Integration
paddle shift gearbox,,,,Transmission,POWERTRAIN_PERFORMANCE,Transmission & Drivetrain,,transmission
dynamic mode,,,,Other,,Handling & Dynamics,,
emergency services button,,,,Other,,Miscellaneous Features,,Safety
steering feedback,,,,Handling,POWERTRAIN_PERFORMANCE,Other,,steering
net,,,,Other,,Other,,
distracted driving,,,,Other,,Other,,
interior,,,,Other,,Other,,
styling cars,,,,Other,,Other,,
storage,,,,Other,,Other,,boot_cargo
backseat room,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
numbers,,,,Other,,Other,,
sports mode,,,,Other,,Other,,
headliner,,,,Other,,Other,,
engine starting,,,,Engine,POWERTRAIN_PERFORMANCE,Engine & Performance,,engine/ power train
driving sensation,,,,Other,,Other,,
silver trim on steering,,,,Interior Trim & Materials,INTERIOR_SPACE_COMFORT,Interior Trim & Materials,INTERIOR_SPACE_COMFORT,steering
ride comfort,,,,Other,,Other,,Suspension
consumption,,,,Other,,Other,,
sport and performance package,,,,Other,,Other,,
expense,,,,Other,,Other,,
bulds,,,,Other,,Other,,
wheel base,,,,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tyres
power plant,,,,Other,,Other,,engine/ power train
arches,,,,Other,,Other,,
carrying three headroom,,,,Passenger Space,INTERIOR_SPACE_COMFORT,Passenger Space,INTERIOR_SPACE_COMFORT,passenger space - carrying three headroom
entertainment setup,,,,Other,,Other,,Software / Interaction
reversing assistant,,,,Other,,Driver Assistance,TECHNOLOGY_INFOTAINMENT,Driver_Assistance
spring rate,,,,Other,,Other,,Suspension
GLC C300,,,,Other,,Other,,Generic Car Terms
back seats,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
temperature,,,,Other,,Other,,Climate / Temperature Control
spaciousness,,,,Other,,Other,,
angular,,,,Other,,Other,,
driver display panel,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Displays / Instrumentation
dynamic turn signals,,,,Other,,Handling & Dynamics,,
Audi A3,,,,Other,,Other,,Generic Car Terms
camera,,,,Other,,Miscellaneous Features,,
lateral grip,,,,Other,,Other,,
speed control,,,,Acceleration,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,Acceleration
door pockets,,,,Storage,INTERIOR_SPACE_COMFORT,Storage,INTERIOR_SPACE_COMFORT,Storage & Utility
five and 1/2 1000 rpm,,,,Other,,Other,,engine/ power train
door opening,,,,Other,,Body & Exterior,,Doors
storage area,,,,Other,,Other,,boot_cargo
hybrid version,,,,Other,,Engine & Performance,,
V8,,,,Engine,POWERTRAIN_PERFORMANCE,Engine & Performance,,engine/ power train
camera gun,,,,Other,,Miscellaneous Features,,
center tunnel,,,,Other,,Other,,
Driving position,,,,Other,,Other,,
openings,,,,Other,,Other,,
throttle responsiveness,,,,Acceleration,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,Acceleration
window seal,,,,Visibility,INTERIOR_SPACE_COMFORT,Visibility,INTERIOR_SPACE_COMFORT,Windows / Glass
power delivery,,,,Other,,Other,,engine/ power train
blinds,,,,Other,,Other,,
engine start,,,,Engine,POWERTRAIN_PERFORMANCE,Engine & Performance,,engine/ power train
quick charge system,,,,Other,,Other,,
seats down,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
Mercedes E Class coupe A,,,,Body Style,EXTERIOR_LIGHTING,Body & Exterior,,Generic Car Terms
traffic date,,,,Other,,Other,,
sensors,,,,Other,,Other,,Connectivity / Integration
rear steering wheel,,,,Handling,POWERTRAIN_PERFORMANCE,Wheels & Tires,EXTERIOR_LIGHTING,steering
basic five series,,,,Other,,Other,,
temperature control,,,,Other,,Other,,Climate / Temperature Control
fuel consumption,,,,Other,,Other,,Fuel / Energy / Charging
A5 sport back,,,,Other,,Other,,Generic Car Terms
exhausts pipes,,,,Other,,Other,,
lights,,,,Other,,Other,,lighting
crossover,,,,Other,,Other,,
trip computer,,,,Other,,Other,,
over speed,,,,Acceleration,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,Acceleration
second row sound,,,,Other,,Other,,
petrol,,,,Engine,POWERTRAIN_PERFORMANCE,Other,,Fuel / Energy / Charging
BMW cars,,,,Other,,Other,,Generic Car Terms
dynamic downshift,,,,Other,,Handling & Dynamics,,transmission
cost,,,,Other,,Other,,Value / Cost
turbo petrol,,,,Engine,POWERTRAIN_PERFORMANCE,Engine & Performance,,Fuel / Energy / Charging
RS4,,,,Other,,Other,,Generic Car Terms
F 30,,,,Other,,Other,,
corner breaking,,,,Handling,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,Cornering / Grip
rear air conditioning,,,,Comfort Features,INTERIOR_SPACE_COMFORT,Comfort Features,INTERIOR_SPACE_COMFORT,Climate / Temperature Control
air bladders,,,,Other,,Other,,
Quattro engine,,,,Engine,POWERTRAIN_PERFORMANCE,Engine & Performance,,engine/ power train
engineering prowess,,,,Engine,POWERTRAIN_PERFORMANCE,Engine & Performance,,engine/ power train
boot opening,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
put together,,,,Other,,Other,,
back frame,,,,Other,,Other,,
E break activation lever,,,,Other,,Other,,brake
ambience,,,,Other,,Other,,
shift lever,,,,Other,,Other,,
attitude,,,,Other,,Other,,
rear passengers,,,,Other,,Other,,
stuff,,,,Other,,Other,,
panomaric moon,,,,Other,,Other,,
I drive system,,,,Other,,Other,,Software / Interaction
quattro wheel drive,,,,Drivetrain,POWERTRAIN_PERFORMANCE,Transmission & Drivetrain,,Wheels & Tyres
vent,,,,Other,,Other,,
air blower,,,,Other,,Comfort Features,INTERIOR_SPACE_COMFORT,Climate / Temperature Control
design,,,,Other,,Other,,
space saver,,,,Other,,Other,,passenger space - space saver
steering wheel paddles,,,,Transmission,POWERTRAIN_PERFORMANCE,Wheels & Tires,EXTERIOR_LIGHTING,steering
steering sensitivity,,,,Handling,POWERTRAIN_PERFORMANCE,Other,,steering
cargo floor,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
road noise levels,,,,Other,,Other,,
back side seats,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
luxury items,,,,Other,,Other,,
electricity,,,,Other,,Engine & Performance,,
U turns,,,,Other,,Other,,Cornering / Grip
interior design,,,,Other,,Other,,
daily use,,,,Other,,Other,,
turning,,,,Other,,Other,,Cornering / Grip
insurance price,,,,Other,,Other,,Road Terrain
driver assistant system,,,,Other,,Driver Assistance,TECHNOLOGY_INFOTAINMENT,Driver_Assistance
folding metal roof,,,,Other,,Body & Exterior,,roof
wheel look change,,,,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tyres
modes,,,,Other,,Other,,
comfort ICO plus,,,,Other,,Other,,
second row roof,,,,Other,,Body & Exterior,,roof
smell,,,,Other,,Other,,
head space,,,,Other,,Passenger Space,INTERIOR_SPACE_COMFORT,passenger space - head space
manoeuvre,,,,Other,,Other,,
middle,,,,Other,,Other,,
functions,,,,Other,,Other,,
front armrest,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
privacy glass,,,,Other,,Visibility,INTERIOR_SPACE_COMFORT,Windows / Glass
steering ratio ride,,,,Handling,POWERTRAIN_PERFORMANCE,Other,,steering
Wireless charging,,,,Connectivity,TECHNOLOGY_INFOTAINMENT,Connectivity,TECHNOLOGY_INFOTAINMENT,Connectivity / Integration
court,,,,Other,,Other,,
A6,,,,Other,,Other,,Generic Car Terms
front seat side bolster,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
proportions,,,,Other,,Other,,
BMW four Serious,,,,Other,,Other,,Generic Car Terms
entire engine lineup,,,,Engine,POWERTRAIN_PERFORMANCE,Engine & Performance,,engine/ power train
center of gravity,,,,Other,,Other,,
comfort plus mode,,,,Other,,Comfort Features,INTERIOR_SPACE_COMFORT,
rear haunches,,,,Other,,Passenger Space,INTERIOR_SPACE_COMFORT,passenger space - rear haunches
rest of the car,,,,Other,,Other,,
disk,,,,Other,,Other,,
RS lineage,,,,Other,,Other,,Generic Car Terms
phone spot,,,,Other,,Other,,Connectivity / Integration
satnav,,,,Navigation,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Navigation / Mapping
over six foot tall,,,,Other,,Other,,
towbar,,,,Other,,Other,,
inside enhancements,,,,Other,,Other,,
BMW M3,,,,Other,,Other,,Generic Car Terms
system,,,,Other,,Other,,
My Vehicle,,,,Other,,Other,,
torque,,,,Engine,POWERTRAIN_PERFORMANCE,Other,,engine/ power train
shift operation,,,,Other,,Other,,
Reversing assistant,,,,Other,,Driver Assistance,TECHNOLOGY_INFOTAINMENT,Driver_Assistance
places in the front,,,,Other,,Other,,
BC imports,,,,Other,,Other,,
sports exhaust,,,,Other,,Other,,
SUV,,,,Body Style,EXTERIOR_LIGHTING,Body & Exterior,,
tire design,,,,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tyres
minivan,,,,Other,,Other,,
brake pedal field,,,,Brakes,SAFETY_DRIVER_ASSISTANCE,Handling & Dynamics,,brake
convertibles,,,,Other,,Other,,
few things,,,,Other,,Other,,
back of the car,,,,Other,,Other,,
detailing,,,,Other,,Other,,
priced,,,,Other,,Other,,Road Terrain
toggle switches,,,,Other,,Other,,Physical Controls
pulses,,,,Other,,Other,,
camera mirrors,,,,Visibility,INTERIOR_SPACE_COMFORT,Visibility,INTERIOR_SPACE_COMFORT,Mirrors
cabin features,,,,Other,,Other,,
headlamps,,,,Other,,Lighting,EXTERIOR_LIGHTING,lighting
headlight design,,,,Other,,Lighting,EXTERIOR_LIGHTING,lighting
volume knob,,,,Other,,Other,,Physical Controls
wear,,,,Other,,Other,,
energy harvesting,,,,Other,,Other,,Fuel / Energy / Charging
interior space,,,,Other,,Other,,passenger space - interior space
fenders,,,,Other,,Other,,
standard seats,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
traditional amber lighting,,,,Other,,Lighting,EXTERIOR_LIGHTING,lighting
upholsetry,,,,Other,,Other,,
car storage,,,,Other,,Other,,boot_cargo
boot volume,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
no rapid charging,,,,Other,,Other,,Fuel / Energy / Charging
hatch,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,
lift items,,,,Other,,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
resistance,,,,Other,,Other,,
electric seats,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
car feels,,,,Other,,Other,,
M performance version,,,,Other,,Other,,Generic Car Terms
AMG GT,,,,Other,,Other,,Generic Car Terms
door bin back,,,,Other,,Storage,INTERIOR_SPACE_COMFORT,Storage & Utility
screen interface,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Displays / Instrumentation
clicking sound,,,,Other,,Other,,
sticker price,,,,Other,,Other,,Road Terrain
cover storage,,,,Other,,Other,,boot_cargo
standard equipment,,,,Other,,Other,,
s line,,,,Other,,Other,,
protective system,,,,Other,,Other,,
weight ratio,,,,Other,,Other,,
front bumpers,,,,Other,,Body & Exterior,,Road Terrain
Audi Q7,,,,Other,,Other,,Generic Car Terms
steering wheel in parking,,,,Handling,POWERTRAIN_PERFORMANCE,Wheels & Tires,EXTERIOR_LIGHTING,steering
dynamic sport mode,,,,Suspension,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,
places,,,,Other,,Other,,
lines,,,,Other,,Other,,
front wheel drive,,,,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tyres
tire pressure monitor,,,,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tyres
rear wheel steering,,,,Handling,POWERTRAIN_PERFORMANCE,Transmission & Drivetrain,,steering
six Series GT,,,,Other,,Other,,Generic Car Terms
refinement,,,,Other,,Other,,
load lip,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
lower side wall,,,,Other,,Other,,
seven speed automatic transmission,,,,Transmission,POWERTRAIN_PERFORMANCE,Transmission & Drivetrain,,transmission
equipped levels,,,,Other,,Other,,
load and unload,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
massage programs,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
technology pack processor,,,,Other,,Other,,Software / Interaction
roof up,,,,Other,,Body & Exterior,,roof
audio system,,,,Audio Systems,TECHNOLOGY_INFOTAINMENT,Other,,audio
getting in the back,,,,Other,,Other,,
boot storage,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
A4 driving position,,,,Other,,Other,,
rear seat,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
X6,,,,Other,,Other,,Generic Car Terms
three series,,,,Other,,Other,,
town,,,,Other,,Other,,
front passenger seat fittings,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
structural integrity,,,,Other,,Other,,
electricity fuel,,,,Other,,Engine & Performance,,Fuel / Energy / Charging
backend,,,,Other,,Other,,
battery upgrade,,,,Other,,Engine & Performance,,Fuel / Energy / Charging
spare wheel,,,,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tires,EXTERIOR_LIGHTING,Wheels & Tyres
top up,,,,Other,,Other,,
traction control,,,,Handling,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,
hardtop,,,,Other,,Other,,
exhaust system,,,,Other,,Other,,
front passenger seat,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
cargo sppace,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
manual sport mode,,,,Transmission,POWERTRAIN_PERFORMANCE,Transmission & Drivetrain,,
touchscreen,,,,Infotainment,TECHNOLOGY_INFOTAINMENT,Infotainment & Display,,Displays / Instrumentation
high speed,,,,Acceleration,POWERTRAIN_PERFORMANCE,Handling & Dynamics,,Acceleration
drift mode,,,,Other,,Other,,
A 35,,,,Other,,Other,,
front motor,,,,Other,,Other,,
A6 weight,,,,Other,,Other,,Generic Car Terms
body shape,,,,Other,,Body & Exterior,,
turning circle,,,,Other,,Other,,Cornering / Grip
rear deck lid,,,,Other,,Other,,boot_cargo
rear seatbacks,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
Mercedes-Benz G . L . A,,,,Other,,Other,,Generic Car Terms
coin holders,,,,Other,,Storage,INTERIOR_SPACE_COMFORT,Storage & Utility
aluminium,,,,Other,,Other,,
canyon,,,,Other,,Other,,
cruise control system,,,,Other,,Other,,Driver_Assistance
comfort suspension corner handling,,,,Comfort Features,INTERIOR_SPACE_COMFORT,Comfort Features,INTERIOR_SPACE_COMFORT,Suspension
boot height,,,,Boot_Cargo,INTERIOR_SPACE_COMFORT,Boot_Cargo,INTERIOR_SPACE_COMFORT,boot_cargo
driving mode,,,,Other,,Other,,
electrification,,,,Other,,Other,,
noise flow,,,,Other,,Other,,
bumper,,,,Other,,Body & Exterior,,Road Terrain
benefits,,,,Other,,Other,,
backrest,,,,Seats,INTERIOR_SPACE_COMFORT,Other,,
middle seat headroom,,,,Seats,INTERIOR_SPACE_COMFORT,Seats,INTERIOR_SPACE_COMFORT,seats
