,gold outputs,predictions
807,"(vehicle, famous, positive); (vehicle, iconic, positive); (body, vault like construction, positive)","(vehicle, famous, positive); (vehicle, iconic, positive); (body, vault like construction, positive)"
808,"(None, None, None)","(None, None, None)"
809,"(vehicle everything else, completely new, positive)","(vehicle everything else, completely new, positive)"
810,"(outside, very simple, positive)","(outside, very simple, positive)"
811,"(off road, pretty worthy, positive); (looks, more off road worthy, positive)","(off road, pretty worthy, positive); (looks, more off road worthy, positive)"
812,"(None, None, None)","(None, None, None)"
813,"(wheels, unusual, positive); (wheels, kind of blacked out, positive); (midnight edition, really hot, positive); (vehicle, gone old school, positive); (vehicle, matches the bull bar, positive); (vehicle, like, positive)","(wheels, unusual, positive); (wheels, kind of blacked out, positive); (midnight edition, really hot, positive); (vehicle, gone old school, positive); (vehicle, matches the bull bar, positive); (vehicle, like, positive)"
814,"(inside, biggest difference, positive); (inside, lot bigger, positive); (car, five inches wider, positive); (car, two inches longer, positive)","(inside, biggest difference, positive); (inside, lot bigger, positive); (car, five inches wider, positive); (car, two inches longer, positive)"
815,"(infotaintment system, latest, positive); (infotaintment system, greatest, positive)","(infotaintment system, latest, positive); (infotaintment system, greatest, positive)"
816,"(events, wonderful, positive); (events, very elegant, positive)","(events, wonderful, positive); (events, very elegant, positive)"
817,"(center section, lets you change driving dynamics, positive); (center section, lets you change offroad ability, positive)","(center section, lets you change driving dynamics, positive); (center section, lets you change offroad ability, positive)"
818,"(exhaust note, changing, positive); (exhaust note, favorite feature, positive); (exhaust, butterfly valves, neutral); (exhaust, cab have loud or quiet, positive)","(exhaust note, changing, positive); (exhaust note, favorite feature, positive); (exhaust, butterfly valves, neutral); (exhaust, cab have loud or quiet, positive)"
819,"(backseat, biggest, positive); (backseat, extra space, positive); (headroom, plenty of, positive); (knee room, plenty of, positive)","(backseat, biggest, positive); (backseat, extra space, positive); (headroom, plenty of, positive); (knee room, plenty of, positive)"
820,"(sunroof, not full size, negative)","(sunroof, not full size, negative)"
821,"(None, None, None)","(None, None, None)"
822,"(headliner, pretty elegant, positive); (headliner, super kush, positive); (headliner, almost velour like, positive)","(headliner, pretty elegant, positive); (headliner, super kush, positive); (headliner, almost velour like, positive)"
823,"(vehicle, body on frame, neutral); (off road, goodness, positive); (car, fast, positive); (car, off road worthy, positive); (car, small horse, neutral)","(vehicle, body on frame, neutral); (off road, goodness, positive); (car, fast, positive); (car, off road worthy, positive); (car, small horse, neutral)"
824,"(suspension, front, neutral); (right on the road, much more controllable, positive); (right on the road, much more compliant, positive)","(right on the road, much more controllable, positive); (right on the road, much more compliant, positive)"
825,"(power, too much for chasis, positive)","(power, too much for chasis, positive)"
826,"(front suspension, independent, positive); (construction technique, much more mordern, positive); (shape, breadbox, neutral); (drive, much better, positive); (turns, doesn't swallow around, positive); (car, ability to go and drive around the world, positive); (car, ability to keep up with fastest sports car, positive)","(front suspension, independent, positive); (construction technique, much more mordern, positive); (shape, breadbox, neutral); (drive, much better, positive); (turns, doesn't swallow around, positive); (car, ability to go and drive around the world, positive); (car, ability to keep up with fastest sports car, positive)"
827,"(price, cost a lot, negative); (car, worth a lot, positive)","(price, cost a lot, negative); (car, worth a lot, positive)"
828,"(vehicle, al about status, neutral)","(vehicle, al about status, neutral)"
829,"(offroad, ultimately capable, positive); (offroad, could do it, positive); (offroad, part of his huge appeal, positive)","(offroad, ultimately capable, positive); (offroad, worry about trail damage, positive); (offroad, huge appeal, positive)"
830,"(None, None, None)","(None, None, None)"
831,"(car, more of a real truck, neutral)","(car, more of a real truck, neutral)"
832,"(price, even more expensive, positive); (car, my dream, positive)","(price, even more expensive, positive); (car, my dream, positive)"
833,"(0 to 60 time, crazy, positive)","(0 to 60 time, crazy, positive)"
834,"(None, None, None)","(None, None, None)"
835,"(None, None, None)","(None, None, None)"
836,"(None, None, None)","(None, None, None)"
837,"(looks, gorgeous, positive); (looks, good, positive); (looks, never seen as good as this one, positive); (car, so sculpted, positive); (car, so beautifully built, positive)","(looks, gorgeous, positive); (looks, good, positive); (looks, never seen as good as this one, positive); (car, so sculpted, positive); (car, so beautifully built, positive)"
838,"(horsepower, not quite enough, negative); (weight, over two tons, neutral); (car, fastlane, neutral)","(horsepower, not quite enough, negative); (weight, over two tons, neutral); (car, fastlane, neutral)"
839,"(None, None, None)","(None, None, None)"
840,"(cruise control, stupid, negative)","(cruise control, stupid, negative)"
841,"(rear row seat, problem, negative); (size, really, really, really, really small, negative)","(rear row seat, problem, negative); (size, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really,"
842,"(minivan, stupid, negative); (driving cars, best, positive); (car, fast lane, positive); (backseat room, 1/3 seat, neutral)","(minivan, stupid, negative); (driving cars, best, positive); (car, fast lane, positive); (backseat room, 1/3 seat, neutral)"
843,"(None, None, None)","(None, None, None)"
844,"(None, None, None)","(None, None, None)"
845,"(None, None, None)","(None, None, None)"
846,"(None, None, None)","(None, None, None)"
847,"(None, None, None)","(None, None, None)"
848,"(None, None, None)","(None, None, None)"
849,"(road, gorgeous, positive); (road, phenomenal, positive); (road, spectacular, positive)","(road, gorgeous, positive); (road, phenomenal, positive); (road, spectacular, positive)"
850,"(None, None, None)","(None, None, None)"
851,"(None, None, None)","(None, None, None)"
852,"(car, amazing, positive); (car, big, positive); (weight, veritable heavy, positive)","(car, amazing, positive); (car, big, positive); (weight, veritable heavy, positive)"
853,"(car, lively, positive); (car, sporting, positive); (e class, large family, positive); (diesel engine, traditional, neutral)","(car, lively, positive); (car, sporting, positive); (e class, large family, positive); (diesel engine, traditional, neutral)"
854,"(drive, not a lot of fun, positive); (car, convertible, neutral)","(drive, not a lot of fun, positive); (car, convertible, neutral)"
855,"(car, amazing, positive); (price, expensive, positive); (price, lot of money, positive)","(car, amazing, positive); (price, expensive, positive); (price, lot of money, positive)"
856,"(safety features, packed full, positive)","(safety features, packed full, positive)"
857,"(traffic, self driving, neutral)","(traffic, self driving, neutral)"
